age,employment-type,education-num,occupation,race,sex,weekly-hours,compensation
42,1,9,5,4,1,55,0
51,0,1,6,4,1,40,0
23,1,9,0,4,0,40,0
37,1,7,5,4,1,44,1
37,1,9,1,4,1,99,1
47,1,14,8,4,0,25,0
41,1,15,8,4,1,40,1
33,1,9,1,4,1,30,0
31,1,13,10,4,1,40,1
31,1,12,6,0,0,40,0
35,1,9,5,2,1,40,0
38,2,9,2,4,1,40,1
18,1,9,6,4,0,45,0
20,1,9,5,4,1,40,0
54,0,10,2,2,0,35,0
40,1,10,0,4,0,40,0
36,2,13,2,4,0,45,1
43,1,10,1,4,1,35,0
44,2,10,3,4,1,40,0
44,0,9,8,4,0,40,1
43,1,14,2,4,1,43,1
51,1,4,6,2,0,40,0
18,1,9,6,4,0,20,0
51,1,10,2,4,1,40,0
41,1,6,1,4,1,30,0
44,2,10,10,4,1,70,1
33,0,6,12,4,1,40,0
33,2,13,2,4,1,40,1
42,1,12,2,4,1,40,1
25,1,10,8,4,1,45,0
32,1,9,5,4,0,38,0
32,1,13,1,4,1,70,0
36,1,6,2,4,0,40,0
28,1,9,12,4,1,40,0
20,1,9,6,4,0,20,0
35,2,10,10,4,1,60,1
55,2,9,1,4,1,20,0
48,1,13,2,1,1,40,1
34,1,9,1,4,1,35,1
28,1,13,11,4,0,35,0
67,1,13,2,4,1,40,1
37,1,9,1,4,1,40,0
44,1,9,12,4,1,70,0
25,1,10,10,4,0,40,0
21,1,10,2,4,0,40,0
40,0,14,8,4,1,35,1
78,1,9,6,2,0,40,0
34,1,9,4,4,1,40,0
49,1,9,0,4,0,44,0
22,1,12,0,4,0,40,0
60,2,9,3,4,1,42,0
45,0,9,9,4,1,40,1
63,1,11,6,4,0,20,0
41,1,9,1,2,0,35,0
47,1,9,0,4,0,40,0
44,1,9,1,4,1,40,0
51,1,10,8,4,0,40,0
46,1,13,10,4,1,40,0
41,1,11,5,4,1,40,0
50,2,9,1,4,1,30,0
47,1,9,0,4,1,50,1
35,1,9,2,4,1,45,0
56,1,9,2,4,1,55,1
45,1,14,8,4,1,45,0
48,0,13,2,4,1,58,1
40,1,10,5,4,1,40,0
39,2,13,2,4,1,50,1
20,1,10,6,4,1,40,0
50,1,16,8,4,1,65,1
38,0,9,8,4,0,40,1
23,0,13,8,4,0,60,0
31,1,9,6,4,1,16,0
58,1,13,0,4,1,40,0
66,1,9,5,2,1,40,0
39,2,9,2,4,1,40,1
54,2,9,1,4,1,52,1
26,1,10,10,4,1,50,0
51,1,9,5,4,0,40,0
34,1,11,12,4,1,40,0
50,1,9,5,4,1,40,1
42,1,10,8,4,1,44,1
38,1,14,8,4,1,25,0
48,1,4,4,4,1,40,0
33,1,11,11,4,0,40,1
51,1,9,6,4,0,32,0
22,1,9,1,4,1,40,0
41,1,10,1,4,1,50,0
48,0,14,8,4,1,35,1
42,1,9,10,4,0,30,0
34,1,10,6,4,1,40,0
23,1,9,5,2,0,40,0
56,1,9,6,4,1,50,0
30,1,13,8,2,1,45,0
45,1,9,2,4,1,55,1
48,1,6,0,4,0,40,0
48,2,14,10,1,1,50,0
31,1,11,0,4,0,40,0
20,0,12,6,4,1,20,0
27,1,10,10,4,1,40,0
32,1,9,6,2,0,40,0
66,2,5,2,4,1,1,0
37,1,9,6,4,1,75,0
34,1,9,7,2,0,30,0
90,1,9,6,4,0,40,0
23,1,10,5,2,0,40,0
43,1,10,0,4,0,40,0
44,1,13,2,4,1,60,1
24,1,10,11,4,0,37,0
28,1,15,8,4,1,55,0
23,1,10,6,4,1,40,0
20,1,10,10,4,0,50,0
36,1,13,8,4,1,50,1
61,1,9,5,4,1,40,0
53,2,13,10,4,1,40,1
30,1,13,0,4,1,40,1
52,2,10,10,4,1,55,1
38,1,10,1,4,1,40,0
32,1,13,10,4,1,40,0
30,2,8,12,4,1,75,0
41,1,11,1,4,0,40,0
49,0,14,8,4,1,40,1
45,1,9,1,4,1,47,1
43,2,9,2,4,1,35,0
61,1,9,5,4,1,40,0
54,1,9,6,4,1,32,0
34,1,12,6,4,0,40,0
49,1,10,10,4,1,80,1
38,1,10,6,4,1,40,0
35,1,15,8,4,1,80,1
36,1,8,12,4,1,40,0
30,1,13,2,4,1,50,0
36,1,12,11,4,0,60,0
22,0,13,8,4,0,20,0
38,1,9,1,4,1,40,1
37,1,9,1,4,1,50,1
48,0,16,8,4,0,46,1
17,1,7,0,4,1,15,0
19,2,10,1,4,1,20,0
27,1,13,10,2,0,40,0
22,1,13,10,1,1,50,0
49,1,9,1,4,1,40,0
43,0,11,8,4,0,40,1
43,1,13,8,4,0,40,0
19,0,9,2,4,0,35,0
58,2,9,3,4,1,60,0
41,0,10,9,4,1,40,1
31,1,10,0,4,1,40,0
30,1,11,12,4,1,40,0
32,1,9,9,4,1,40,0
29,1,13,2,4,1,35,0
42,1,10,2,4,1,52,1
38,1,9,1,4,1,28,0
41,0,12,8,4,1,40,1
44,2,13,10,4,1,50,1
31,1,16,8,1,1,60,0
34,1,9,1,4,1,40,0
21,1,10,0,4,1,40,0
22,2,13,8,1,1,20,0
62,1,6,5,4,1,40,0
29,2,9,10,4,0,25,1
43,1,10,8,4,0,40,0
45,2,13,5,4,1,60,1
39,2,5,2,4,1,40,0
41,1,13,2,2,1,50,0
34,2,12,8,4,0,25,1
34,0,9,0,4,0,33,0
31,1,13,8,4,1,47,0
29,1,9,4,4,1,25,0
41,1,13,1,4,1,40,1
41,1,11,12,4,1,55,0
35,2,14,10,4,1,45,1
33,1,13,10,4,0,45,1
37,0,13,0,4,1,38,0
69,1,9,10,4,0,40,0
34,1,9,4,4,0,40,0
60,2,11,5,4,1,70,1
36,1,10,1,4,1,40,0
41,1,9,12,4,1,50,0
58,0,13,8,4,0,40,1
53,1,13,8,1,1,40,0
29,1,10,11,4,1,40,0
45,0,9,11,4,0,40,0
34,0,10,2,4,1,38,0
36,1,13,11,4,1,40,0
48,1,10,6,2,0,35,0
20,1,11,0,4,0,40,0
35,1,9,12,4,1,50,1
63,0,9,4,2,1,40,0
41,2,10,6,4,1,45,0
28,1,13,8,4,1,45,0
30,1,10,5,2,0,40,0
31,1,9,6,4,0,40,0
37,1,11,0,4,0,38,0
31,1,10,2,4,1,50,1
46,2,14,2,4,1,45,1
35,0,9,0,2,1,60,1
27,1,9,1,4,1,53,0
41,1,2,1,4,1,35,0
19,1,10,6,4,0,20,0
20,1,10,10,4,1,45,0
59,0,9,10,4,0,40,0
40,1,13,6,4,1,37,0
56,2,10,10,4,1,60,0
33,1,14,8,4,1,44,1
30,2,10,2,4,0,60,0
46,1,9,5,4,1,50,0
61,2,9,2,4,1,35,1
50,2,9,2,4,1,40,1
25,1,9,6,4,1,30,0
40,1,10,0,4,0,39,0
51,1,9,1,4,1,54,0
43,0,9,9,4,1,40,0
34,1,10,3,4,1,54,0
46,1,9,2,4,1,45,1
28,0,14,8,4,0,50,1
26,1,13,12,1,1,40,0
20,1,9,4,4,1,28,0
44,1,11,1,4,1,40,0
51,1,9,12,4,1,40,0
33,1,13,10,4,1,60,1
54,1,12,11,4,1,40,1
50,1,13,8,4,0,40,1
33,1,9,0,2,0,40,0
65,1,13,0,4,1,20,1
88,2,15,8,4,1,40,0
40,1,9,12,4,1,40,0
51,1,9,0,4,0,43,0
50,1,7,6,2,0,40,0
25,1,14,3,4,1,99,1
20,1,11,6,4,1,30,0
47,1,9,6,4,1,40,0
22,1,11,0,4,0,30,0
50,0,9,8,4,1,48,1
47,1,9,0,4,0,40,0
24,0,7,6,1,1,45,0
40,1,13,2,4,0,45,1
36,1,13,8,4,1,40,0
32,1,9,0,4,1,40,0
44,1,9,1,4,1,40,0
59,0,10,2,2,0,40,0
65,1,9,1,4,1,30,0
24,0,13,0,4,0,65,0
27,0,13,8,4,1,35,0
51,1,11,6,4,1,40,0
48,1,10,1,4,1,40,1
39,1,9,12,4,1,60,0
28,1,13,11,4,1,40,0
19,1,10,6,4,0,25,0
49,0,13,8,2,0,40,0
51,0,12,8,4,1,60,0
59,1,14,8,4,1,55,0
18,1,9,5,4,0,40,0
50,1,9,1,4,1,40,0
45,0,9,0,2,1,80,1
30,0,13,8,4,1,50,1
37,1,13,1,4,1,35,0
44,1,13,6,4,1,40,1
33,1,10,1,2,1,40,0
61,2,14,10,4,1,40,1
61,0,9,9,4,1,40,0
38,1,13,10,4,1,42,1
36,1,9,5,4,1,45,0
44,2,10,10,4,1,60,1
37,1,10,0,4,1,62,0
31,1,10,1,4,0,20,0
54,1,16,8,4,1,45,1
20,1,10,6,4,1,16,0
48,2,10,1,0,1,40,1
31,1,13,2,4,1,45,0
38,1,15,8,4,1,40,1
45,2,9,1,4,1,40,1
48,1,9,1,4,1,40,0
53,1,10,1,4,1,40,0
55,1,9,0,4,0,40,0
38,1,14,12,4,1,72,1
29,1,9,0,4,0,40,0
36,1,13,8,4,1,60,1
42,2,10,3,4,1,60,0
50,1,9,0,4,0,40,0
75,2,15,8,4,1,35,0
46,1,13,8,4,1,40,1
52,0,9,0,4,0,40,0
27,1,13,0,4,0,40,0
43,1,9,1,4,1,45,0
31,1,7,6,2,0,42,0
23,1,10,10,4,0,30,0
34,1,9,10,4,0,24,0
41,2,9,10,4,0,40,0
31,1,9,6,4,0,30,0
42,1,10,0,4,0,40,0
35,1,14,8,4,1,45,1
55,1,9,0,4,0,25,0
36,0,9,2,4,0,40,0
65,2,9,2,4,1,59,1
38,0,10,6,4,1,12,0
62,1,10,6,4,0,20,0
54,2,15,8,4,1,60,1
49,1,9,0,4,1,40,0
34,1,9,0,4,0,40,0
32,1,9,4,4,0,40,0
51,2,14,2,4,1,50,1
48,2,10,2,4,1,60,0
30,1,9,0,4,1,40,0
52,0,9,0,4,0,43,0
28,2,10,12,4,1,40,0
29,1,9,1,1,1,40,0
38,1,13,0,4,0,50,0
57,1,9,10,4,1,50,1
43,0,13,8,4,1,40,1
37,0,10,0,4,1,40,0
30,1,9,1,4,1,40,0
53,1,9,12,4,1,48,1
73,1,9,6,4,0,37,0
22,2,10,1,4,1,35,0
31,1,9,10,4,0,45,0
38,1,13,8,4,1,40,1
50,2,10,1,4,1,35,0
37,1,10,0,4,1,37,0
44,0,13,9,4,1,40,0
47,1,13,2,2,0,45,0
27,1,10,6,4,1,40,0
28,1,12,6,4,0,80,0
25,1,9,11,2,0,40,0
20,1,10,6,4,0,40,0
51,0,13,0,4,1,40,1
46,1,13,10,4,1,40,1
67,1,13,9,4,1,7,1
47,1,9,12,4,1,35,0
42,1,9,10,4,1,40,0
52,1,9,10,4,1,50,0
42,0,12,8,1,0,40,1
21,1,10,3,2,1,10,0
50,1,9,0,4,0,40,1
46,1,10,12,4,1,40,0
47,2,13,10,4,1,50,1
57,1,6,6,4,1,40,0
37,1,13,2,4,1,45,0
50,1,9,1,4,1,40,0
63,2,2,6,4,0,30,0
39,1,9,12,4,1,65,0
46,1,14,8,2,1,35,0
36,1,9,4,4,1,40,0
26,1,3,1,4,1,50,0
21,1,10,6,4,1,57,0
41,1,12,11,4,1,40,0
44,0,10,6,2,1,40,0
22,1,9,1,4,1,40,0
29,0,10,9,2,1,60,0
29,1,9,6,2,0,40,0
58,2,10,12,4,0,40,1
36,2,15,8,4,1,50,0
30,1,11,2,4,1,48,0
37,1,13,5,4,1,43,1
29,1,11,5,4,1,40,0
26,1,3,0,4,0,40,0
43,1,9,10,4,1,45,0
49,1,9,1,4,0,40,1
45,0,13,2,4,1,40,0
28,1,13,8,4,0,40,0
51,1,9,0,4,0,40,0
32,1,10,4,4,1,50,1
24,1,9,5,4,0,40,0
35,1,16,8,4,1,40,1
41,0,13,8,4,1,40,1
48,1,13,1,4,1,45,1
61,0,9,0,4,0,35,0
20,1,10,0,4,1,30,0
27,1,9,10,4,1,50,1
55,1,10,12,4,1,24,1
39,1,9,0,4,1,40,1
47,1,9,4,4,1,40,0
52,1,9,6,1,0,40,1
24,1,9,10,2,0,20,0
29,1,7,6,2,0,40,0
25,1,9,5,4,1,40,0
20,1,10,5,4,0,40,0
23,1,9,5,2,1,35,0
57,1,15,8,4,1,60,0
51,1,11,8,4,1,40,1
33,1,10,8,4,0,16,0
39,1,13,8,4,1,40,0
40,1,9,2,4,1,40,1
71,1,13,11,4,0,16,0
38,0,10,2,4,1,40,0
28,0,15,8,4,1,40,0
57,1,14,8,4,0,40,0
47,1,10,0,4,1,40,0
59,0,9,0,4,1,40,0
26,1,9,10,3,1,40,0
35,1,13,0,4,0,40,0
61,2,13,2,4,1,50,1
36,1,13,2,1,1,60,1
34,1,10,8,4,1,50,1
32,2,13,1,4,1,50,1
42,1,9,10,4,0,40,0
39,1,10,1,4,1,40,0
58,1,3,5,2,1,40,0
61,2,9,3,4,1,60,1
40,1,6,1,2,1,55,0
31,1,13,11,4,1,37,0
36,1,9,10,4,1,50,0
23,1,10,5,4,1,40,0
33,1,9,1,4,1,41,0
52,1,9,1,4,1,40,1
22,1,9,6,4,0,24,0
51,1,10,10,4,0,40,0
31,0,11,2,4,0,40,0
49,2,9,2,4,0,40,0
49,1,9,5,2,0,40,0
53,0,10,0,2,0,40,0
52,1,9,2,1,1,40,1
20,1,6,4,4,1,40,0
26,1,12,6,2,1,40,0
43,1,14,6,4,0,30,0
46,2,13,10,4,1,52,0
43,0,11,0,4,0,35,0
41,1,9,10,2,0,40,0
44,2,9,12,4,1,55,0
54,1,9,3,4,1,40,0
65,1,14,10,4,1,40,1
32,1,13,2,4,0,40,0
25,1,10,0,4,1,40,0
23,1,13,10,4,1,50,0
25,0,13,8,4,1,45,0
19,1,10,4,4,1,50,0
37,2,9,2,4,1,60,0
45,1,10,5,4,1,45,0
37,1,9,10,2,1,44,0
40,2,10,2,4,1,70,1
17,1,7,6,4,1,5,0
27,1,13,11,4,0,40,0
40,0,4,1,2,1,40,1
59,1,9,10,4,0,30,0
19,0,9,0,2,0,40,0
43,1,6,5,2,1,40,0
42,1,6,12,4,1,40,1
54,1,9,12,2,1,40,0
54,2,14,10,4,1,50,0
51,1,6,4,4,1,45,0
50,1,9,12,4,1,60,1
40,1,9,0,4,0,40,0
55,1,12,11,4,1,25,0
50,1,9,0,4,0,40,0
31,1,9,1,4,1,50,0
24,1,9,6,4,1,45,1
30,1,7,10,4,1,40,0
39,0,12,1,4,0,50,1
37,1,9,12,4,1,50,0
33,1,9,12,4,1,40,0
48,1,9,6,4,0,40,0
43,2,9,6,1,1,78,0
39,1,13,8,4,1,40,1
53,1,10,2,4,1,45,1
52,2,6,2,4,1,60,0
28,0,10,0,1,1,20,0
32,1,9,6,4,1,52,0
31,1,13,10,2,1,90,1
31,1,13,8,4,0,40,1
47,1,10,0,4,0,40,0
40,1,11,4,2,1,40,0
40,1,12,0,4,0,45,0
41,1,7,6,4,1,40,0
53,0,9,0,2,1,40,0
46,1,7,5,0,1,43,0
45,2,13,3,4,1,35,1
39,1,5,6,2,0,34,0
19,1,9,5,4,1,40,0
57,1,9,12,4,1,40,1
49,1,11,5,4,0,40,0
59,1,9,2,4,0,40,0
32,1,11,10,4,1,50,1
35,0,10,9,2,1,40,0
58,2,6,12,4,0,40,0
28,1,13,6,4,1,43,0
36,0,12,0,4,0,40,1
41,2,14,8,4,0,35,0
47,1,9,10,4,1,40,1
50,2,9,1,4,1,60,0
36,1,9,2,4,1,50,1
38,1,11,1,4,1,40,0
56,2,9,6,4,1,60,1
50,1,11,12,4,1,45,0
45,2,10,10,4,1,40,0
44,2,9,2,4,1,66,0
51,1,10,2,4,1,45,1
44,2,10,2,4,1,50,1
25,1,9,1,4,1,50,0
60,1,7,12,2,1,40,0
49,2,14,2,4,1,50,1
46,1,9,1,2,1,60,1
56,1,9,0,2,0,38,0
25,1,9,1,4,1,45,0
22,1,10,12,4,1,40,0
41,2,15,8,4,1,60,1
48,2,9,2,4,1,40,1
46,1,6,5,2,1,40,0
30,1,10,1,4,1,40,1
39,1,9,12,4,1,40,1
40,1,6,1,0,1,40,0
70,0,9,0,2,1,40,0
35,1,10,1,4,1,45,0
49,1,14,2,4,0,75,0
24,1,11,9,4,1,60,0
40,1,12,8,4,1,36,1
61,1,15,12,4,1,5,1
25,1,13,8,1,1,40,0
28,0,13,8,4,0,40,0
69,0,14,8,4,1,11,0
22,1,10,4,4,0,36,0
47,1,9,0,4,1,38,0
38,1,9,6,4,0,48,0
26,1,11,0,4,0,40,0
17,1,7,0,1,0,24,0
33,2,10,6,4,1,35,0
43,2,9,1,4,1,40,0
58,1,11,1,4,1,40,1
53,2,9,10,4,1,40,1
26,1,9,1,4,1,25,0
43,0,13,8,2,1,40,1
31,1,6,3,4,1,40,0
30,1,9,0,4,1,42,0
25,1,9,6,4,0,25,0
57,0,9,0,4,0,40,0
37,1,14,2,4,1,60,1
32,1,10,10,4,1,48,0
26,1,9,2,4,0,41,0
45,1,9,0,4,1,40,1
53,0,9,0,4,1,35,1
27,1,9,4,0,1,40,0
28,2,7,1,4,1,50,1
32,1,7,10,4,1,43,1
35,1,13,10,4,0,65,0
36,2,10,2,4,1,55,1
19,1,10,0,4,1,40,0
37,2,13,2,4,1,80,1
49,1,10,5,4,1,45,0
20,1,10,6,4,1,45,0
64,2,13,2,4,1,55,1
32,1,12,1,4,1,42,0
58,0,9,2,4,1,40,0
42,1,9,10,4,1,50,0
20,1,10,0,2,0,14,0
42,0,10,0,2,1,40,0
25,1,10,8,2,1,40,0
30,2,11,8,4,1,65,1
37,2,13,8,4,1,35,1
66,2,11,8,4,1,50,0
59,2,13,2,4,1,40,1
44,1,13,6,1,1,40,0
46,1,9,0,4,1,58,1
59,1,13,0,4,0,30,0
25,1,13,2,4,1,40,0
17,0,5,6,2,1,9,0
47,0,13,9,4,1,40,0
47,0,5,6,4,0,40,0
30,1,10,2,4,0,40,0
20,1,10,3,4,0,40,0
26,0,13,8,4,1,55,0
20,1,10,4,2,1,15,0
33,1,9,6,4,1,40,0
48,1,9,5,4,1,40,0
52,1,13,2,4,1,50,1
37,1,9,2,4,0,12,0
47,1,9,1,2,1,40,0
40,1,6,5,4,1,40,1
48,1,14,2,4,0,40,1
49,1,6,12,2,1,42,1
50,1,10,6,4,0,40,0
30,1,12,8,4,0,40,0
34,1,10,2,4,1,40,0
43,1,9,5,4,1,40,0
22,1,6,5,4,0,40,0
35,1,9,6,2,1,40,0
26,0,9,0,4,0,30,0
62,1,15,8,4,1,70,0
39,0,9,9,4,1,40,0
59,0,10,1,4,1,40,0
27,1,13,1,4,1,40,0
17,1,6,10,4,1,30,0
38,1,13,0,4,1,40,0
41,1,10,1,4,1,50,1
27,1,6,5,4,0,40,0
23,1,9,0,4,0,40,0
17,1,6,4,4,1,24,0
56,1,4,5,4,0,40,0
24,1,10,0,4,0,40,0
62,1,16,8,4,1,40,1
44,1,8,12,2,1,40,0
23,1,13,0,4,1,30,0
41,2,9,10,4,1,50,0
25,1,9,12,4,1,65,0
21,1,10,6,2,0,8,0
18,1,8,4,4,1,6,0
45,1,10,1,4,1,40,0
51,1,4,9,4,1,40,0
42,0,9,6,2,0,40,0
47,1,10,6,2,0,35,0
29,1,10,3,4,1,40,0
33,1,7,6,2,1,40,0
43,0,13,1,4,1,40,0
44,1,12,1,4,1,40,1
24,1,10,6,4,1,30,0
19,1,10,4,4,1,40,0
52,1,11,0,4,1,40,0
38,2,9,3,4,1,52,0
24,0,10,11,4,1,50,0
32,0,13,8,4,1,50,0
26,1,9,10,4,1,50,1
31,1,13,10,1,1,40,0
29,1,13,10,4,1,50,0
39,1,9,0,4,1,40,1
48,2,9,3,4,1,50,0
40,1,10,1,4,1,45,1
51,1,10,2,4,1,45,0
28,2,9,1,4,1,40,0
22,1,9,2,4,0,20,0
23,1,13,0,4,0,40,0
65,1,10,9,4,1,16,0
26,0,13,8,4,1,40,0
55,1,14,8,4,1,50,1
38,2,13,6,4,1,10,0
33,1,9,8,4,1,60,1
33,0,9,0,4,0,60,0
37,1,13,10,2,0,40,0
19,1,7,5,4,1,60,0
24,1,13,10,4,1,50,0
30,1,7,1,4,1,45,0
57,0,9,2,4,0,50,0
22,0,10,8,4,0,20,0
57,1,9,5,2,1,40,1
46,0,9,11,4,1,40,0
67,1,9,0,4,1,35,0
47,1,9,1,4,1,40,0
39,1,6,1,4,1,40,0
50,1,10,6,1,1,40,0
58,2,8,10,4,0,52,0
36,1,12,8,4,0,30,1
45,1,14,8,4,1,36,1
54,1,9,5,4,1,40,1
26,1,13,0,4,1,30,0
60,1,9,8,4,1,40,1
46,1,15,8,4,1,60,1
26,1,10,2,4,0,35,0
32,1,7,1,4,1,40,0
38,0,9,12,4,1,40,0
48,2,10,10,4,1,70,1
44,2,9,2,4,1,45,1
37,1,9,6,1,0,40,0
44,1,10,2,4,1,40,0
31,1,9,6,3,0,35,0
61,2,15,8,4,1,35,1
51,1,9,1,4,1,40,0
52,1,13,10,4,0,60,1
45,1,9,5,4,0,40,0
39,1,7,6,4,1,70,0
67,0,9,6,4,0,24,0
40,0,12,0,4,1,40,1
27,1,3,3,4,1,35,0
37,1,2,5,4,1,40,0
57,1,10,2,4,1,50,1
27,1,6,6,4,0,40,0
28,1,9,10,4,0,48,0
34,2,13,8,4,1,60,1
54,1,9,5,4,1,50,1
52,1,9,6,2,0,38,0
42,1,13,8,4,1,45,1
48,1,14,8,4,1,40,1
65,0,14,8,4,1,35,1
55,2,15,8,4,0,10,0
71,2,9,0,4,0,20,1
33,1,10,5,2,1,40,0
30,1,9,10,4,1,40,0
35,1,13,2,4,1,55,1
59,1,6,0,2,0,40,0
19,1,10,4,4,1,20,0
36,2,5,1,4,1,30,0
26,2,9,10,4,1,40,0
34,0,9,9,4,1,40,0
41,1,9,1,2,1,40,1
44,1,13,8,4,1,50,1
47,1,9,1,4,1,48,0
18,1,10,10,4,1,16,0
55,2,6,1,4,1,18,0
49,0,9,1,4,1,40,0
44,1,13,2,4,1,40,1
43,1,13,8,4,1,40,0
62,1,4,9,4,1,40,0
44,1,9,4,2,1,40,0
50,2,10,10,4,1,60,1
35,1,7,10,4,1,45,0
52,1,9,0,4,1,40,0
46,1,15,8,4,1,60,1
44,1,12,10,4,1,40,1
43,1,10,2,4,1,50,0
51,1,4,1,4,1,40,0
20,1,10,10,4,1,20,0
47,1,12,0,4,0,40,1
43,1,14,2,4,1,50,0
24,1,10,1,4,1,40,0
27,0,10,1,4,1,50,0
32,1,9,12,4,1,40,0
37,1,9,6,4,0,12,0
26,1,9,5,4,1,60,0
43,1,13,2,4,1,60,1
50,1,9,5,4,0,40,0
20,2,9,12,4,1,80,0
37,1,9,2,4,1,45,1
43,1,9,6,2,0,45,0
37,1,9,2,4,1,50,1
53,1,5,6,4,0,36,0
44,1,16,8,4,1,40,1
25,1,9,6,4,0,40,0
17,1,7,0,4,0,20,0
19,1,9,10,4,1,50,0
53,0,9,2,4,0,40,1
44,1,10,10,4,1,50,0
51,1,9,5,2,1,40,1
49,1,9,2,4,0,43,0
35,1,10,4,4,1,40,0
44,1,9,1,4,1,45,0
54,1,14,8,4,1,60,0
37,1,10,0,2,0,35,0
18,1,10,6,4,0,15,0
24,1,10,4,4,1,40,0
29,1,9,1,4,0,50,0
35,1,9,5,4,1,40,0
56,1,9,1,4,1,48,1
24,1,13,5,1,1,45,0
43,1,14,2,4,1,40,1
73,1,9,10,4,0,15,0
47,0,10,1,4,1,40,0
49,1,8,5,4,1,39,0
38,1,13,10,4,1,40,1
31,1,9,5,2,1,40,0
39,1,10,0,0,0,40,0
42,1,13,0,4,0,40,0
41,1,14,8,1,1,45,1
35,1,13,10,4,1,45,1
38,1,9,12,4,1,45,0
31,1,9,0,4,0,40,0
51,0,9,9,4,1,70,0
38,1,13,10,4,1,48,1
40,0,10,2,4,1,42,1
21,1,9,6,4,0,30,0
44,1,10,1,4,1,40,0
55,1,9,1,4,1,40,1
29,1,9,10,4,1,45,0
49,1,14,8,4,0,50,1
31,1,11,6,4,1,42,0
24,1,14,2,4,1,90,0
46,1,10,2,2,1,40,0
26,1,9,10,2,1,40,0
35,1,13,6,4,1,38,0
27,1,11,10,4,1,50,0
64,2,13,2,4,1,35,1
26,1,13,1,4,1,40,0
21,1,9,6,4,0,16,0
45,1,13,6,4,1,45,1
57,0,9,12,4,1,72,0
30,1,13,0,4,1,40,1
45,1,7,6,4,0,32,0
50,1,4,1,4,0,30,0
38,1,13,0,4,0,40,0
43,2,10,1,4,1,60,0
42,1,10,2,4,0,55,0
32,1,13,8,4,1,40,0
20,1,9,0,4,0,40,0
27,1,9,6,4,0,35,0
45,1,7,0,4,0,40,0
40,1,9,5,4,0,40,0
38,1,9,12,4,1,60,0
37,1,9,0,4,0,40,0
60,1,6,5,4,0,40,0
53,2,9,2,2,1,45,1
25,1,13,2,4,0,40,0
47,2,13,2,1,1,60,0
40,2,9,3,4,1,70,0
19,1,10,6,4,0,10,0
42,1,10,8,4,0,50,1
41,1,13,0,4,0,40,0
28,1,6,5,2,1,45,0
46,1,14,2,4,0,50,1
49,1,13,8,4,0,20,1
24,1,9,4,2,1,40,0
32,1,7,5,4,1,40,0
71,1,9,9,4,1,20,0
26,1,10,11,4,1,40,1
29,1,9,9,4,1,40,0
50,1,10,2,4,1,50,1
51,1,11,1,4,1,50,1
49,1,9,6,2,0,40,1
31,1,6,5,4,1,40,0
23,1,7,5,4,1,40,0
59,0,9,3,4,1,40,0
43,1,10,10,4,1,40,1
38,1,13,10,4,1,40,1
37,1,9,2,4,1,40,0
29,1,6,6,4,1,40,0
39,1,13,2,4,1,50,1
31,1,12,0,4,1,38,0
42,0,13,8,4,0,45,1
35,0,14,8,4,0,35,1
39,1,14,2,1,1,40,1
40,1,12,0,4,0,40,0
66,1,3,4,4,0,40,0
30,0,5,11,4,1,40,0
43,1,12,1,4,1,40,0
47,1,5,6,4,0,50,0
45,1,14,0,1,0,40,0
31,1,10,5,2,1,40,0
33,1,9,10,4,1,40,1
32,1,13,0,4,1,40,0
28,1,12,4,2,1,40,0
50,0,9,0,4,1,40,1
63,1,4,10,4,0,40,0
28,1,13,0,4,1,40,0
38,1,10,0,2,0,40,0
52,1,9,6,4,0,38,0
38,2,15,8,1,1,40,1
41,1,9,2,4,1,40,0
50,0,14,8,4,1,38,0
59,1,7,5,4,1,40,0
32,1,9,10,4,1,49,0
73,0,4,9,4,1,10,0
52,2,9,2,4,1,38,0
57,1,9,2,4,1,60,0
35,1,11,2,4,1,50,1
51,1,13,12,4,1,56,1
22,1,7,10,2,0,35,0
49,1,9,10,4,1,40,1
22,1,9,4,2,1,40,0
46,0,9,1,4,1,40,0
48,1,9,1,4,0,40,0
52,1,9,1,4,1,40,0
43,0,13,0,4,1,50,1
25,1,4,4,4,1,40,0
31,1,4,1,4,1,40,0
19,1,10,10,4,1,36,0
51,1,9,12,4,1,84,1
51,1,13,2,4,1,40,1
22,2,9,8,4,0,40,1
37,0,9,0,2,0,35,0
19,1,10,10,4,0,30,0
45,1,9,12,4,0,55,0
21,0,10,6,4,1,10,0
52,1,9,10,4,0,40,0
46,0,10,8,4,1,24,0
42,0,14,8,4,0,38,0
56,1,9,1,4,1,40,0
23,1,9,0,4,0,40,0
58,1,14,10,4,1,40,0
70,1,9,3,4,1,30,0
30,1,10,0,4,1,40,0
45,1,13,0,1,1,40,0
23,1,10,1,4,1,44,0
34,0,10,12,4,1,40,0
38,1,13,1,4,0,40,0
24,1,11,1,4,1,40,0
53,1,4,12,0,1,40,0
45,0,9,12,2,1,40,0
21,1,10,6,4,0,40,0
34,1,13,8,4,0,40,0
32,2,9,1,4,1,45,1
21,1,9,4,4,1,40,0
23,1,5,4,2,1,36,0
28,1,13,1,4,1,50,0
29,2,9,12,2,1,45,0
25,0,13,8,4,0,40,0
44,0,14,8,4,0,60,0
18,1,9,6,4,0,8,0
26,1,9,6,4,1,24,0
47,0,12,0,4,0,35,1
23,1,9,10,4,1,40,0
